DateTime,Junction,Vehicles,Hour,DayOfWeek,Month
2017-02-16 02:00:00,2,21,2,3,2
2017-02-16 03:00:00,2,23,3,3,2
2017-02-16 04:00:00,2,18,4,3,2
2017-02-16 05:00:00,2,15,5,3,2
2017-02-16 06:00:00,2,13,6,3,2
2017-02-16 07:00:00,2,13,7,3,2
2017-02-16 08:00:00,2,18,8,3,2
2017-02-16 09:00:00,2,17,9,3,2
2017-02-16 10:00:00,2,18,10,3,2
2017-02-16 11:00:00,2,21,11,3,2
2017-02-16 12:00:00,2,23,12,3,2
2017-02-16 13:00:00,2,21,13,3,2
2017-02-16 14:00:00,2,22,14,3,2
2017-02-16 15:00:00,2,25,15,3,2
2017-02-16 16:00:00,2,23,16,3,2
2017-02-16 17:00:00,2,26,17,3,2
2017-02-16 18:00:00,2,22,18,3,2
2017-02-16 19:00:00,2,27,19,3,2
2017-02-16 20:00:00,2,26,20,3,2
2017-02-16 21:00:00,2,26,21,3,2
2017-02-16 22:00:00,2,27,22,3,2
2017-02-16 23:00:00,2,23,23,3,2
2017-02-17 00:00:00,2,23,0,4,2
2017-02-17 01:00:00,2,23,1,4,2
2017-02-17 02:00:00,2,23,2,4,2
2017-02-17 03:00:00,2,19,3,4,2
2017-02-17 04:00:00,2,15,4,4,2
2017-02-17 05:00:00,2,17,5,4,2
2017-02-17 06:00:00,2,12,6,4,2
2017-02-17 07:00:00,2,15,7,4,2
2017-02-17 08:00:00,2,17,8,4,2
2017-02-17 09:00:00,2,18,9,4,2
2017-02-17 10:00:00,2,16,10,4,2
2017-02-17 11:00:00,2,17,11,4,2
2017-02-17 12:00:00,2,19,12,4,2
2017-02-17 13:00:00,2,20,13,4,2
2017-02-17 14:00:00,2,23,14,4,2
2017-02-17 15:00:00,2,23,15,4,2
2017-02-17 16:00:00,2,22,16,4,2
2017-02-17 17:00:00,2,21,17,4,2
2017-02-17 18:00:00,2,21,18,4,2
2017-02-17 19:00:00,2,24,19,4,2
2017-02-17 20:00:00,2,26,20,4,2
2017-02-17 21:00:00,2,25,21,4,2
2017-02-17 22:00:00,2,21,22,4,2
2017-02-17 23:00:00,2,19,23,4,2
2017-02-18 00:00:00,2,26,0,5,2
2017-02-18 01:00:00,2,19,1,5,2
2017-02-18 02:00:00,2,17,2,5,2
2017-02-18 03:00:00,2,13,3,5,2
2017-02-18 04:00:00,2,18,4,5,2
2017-02-18 05:00:00,2,11,5,5,2
2017-02-18 06:00:00,2,12,6,5,2
2017-02-18 07:00:00,2,12,7,5,2
2017-02-18 08:00:00,2,15,8,5,2
2017-02-18 09:00:00,2,14,9,5,2
2017-02-18 10:00:00,2,17,10,5,2
2017-02-18 11:00:00,2,15,11,5,2
2017-02-18 12:00:00,2,13,12,5,2
2017-02-18 13:00:00,2,15,13,5,2
2017-02-18 14:00:00,2,12,14,5,2
2017-02-18 15:00:00,2,14,15,5,2
2017-02-18 16:00:00,2,15,16,5,2
2017-02-18 17:00:00,2,15,17,5,2
2017-02-18 18:00:00,2,13,18,5,2
2017-02-18 19:00:00,2,15,19,5,2
2017-02-18 20:00:00,2,16,20,5,2
2017-02-18 21:00:00,2,15,21,5,2
2017-02-18 22:00:00,2,18,22,5,2
2017-02-18 23:00:00,2,15,23,5,2
2017-02-19 00:00:00,2,20,0,6,2
2017-02-19 01:00:00,2,16,1,6,2
2017-02-19 02:00:00,2,13,2,6,2
2017-02-19 03:00:00,2,13,3,6,2
2017-02-19 04:00:00,2,11,4,6,2
2017-02-19 05:00:00,2,12,5,6,2
2017-02-19 06:00:00,2,12,6,6,2
2017-02-19 07:00:00,2,10,7,6,2
2017-02-19 08:00:00,2,12,8,6,2
2017-02-19 09:00:00,2,10,9,6,2
2017-02-19 10:00:00,2,11,10,6,2
2017-02-19 11:00:00,2,13,11,6,2
2017-02-19 12:00:00,2,11,12,6,2
2017-02-19 13:00:00,2,10,13,6,2
2017-02-19 14:00:00,2,12,14,6,2
2017-02-19 15:00:00,2,16,15,6,2
2017-02-19 16:00:00,2,14,16,6,2
2017-02-19 17:00:00,2,14,17,6,2
2017-02-19 18:00:00,2,14,18,6,2
2017-02-19 19:00:00,2,17,19,6,2
2017-02-19 20:00:00,2,15,20,6,2
2017-02-19 21:00:00,2,18,21,6,2
2017-02-19 22:00:00,2,16,22,6,2
2017-02-19 23:00:00,2,20,23,6,2
2017-02-20 00:00:00,2,20,0,0,2
2017-02-20 01:00:00,2,21,1,0,2
2017-02-20 02:00:00,2,18,2,0,2
2017-02-20 03:00:00,2,14,3,0,2
2017-02-20 04:00:00,2,15,4,0,2
2017-02-20 05:00:00,2,14,5,0,2
2017-02-20 06:00:00,2,13,6,0,2
2017-02-20 07:00:00,2,18,7,0,2
2017-02-20 08:00:00,2,23,8,0,2
2017-02-20 09:00:00,2,21,9,0,2
2017-02-20 10:00:00,2,23,10,0,2
2017-02-20 11:00:00,2,31,11,0,2
2017-02-20 12:00:00,2,37,12,0,2
2017-02-20 13:00:00,2,30,13,0,2
2017-02-20 14:00:00,2,40,14,0,2
2017-02-20 15:00:00,2,35,15,0,2
2017-02-20 16:00:00,2,30,16,0,2
2017-02-20 17:00:00,2,25,17,0,2
2017-02-20 18:00:00,2,31,18,0,2
2017-02-20 19:00:00,2,29,19,0,2
2017-02-20 20:00:00,2,26,20,0,2
2017-02-20 21:00:00,2,35,21,0,2
2017-02-20 22:00:00,2,32,22,0,2
2017-02-20 23:00:00,2,28,23,0,2
2017-02-21 00:00:00,2,22,0,1,2
2017-02-21 01:00:00,2,22,1,1,2
2017-02-21 02:00:00,2,21,2,1,2
2017-02-21 03:00:00,2,19,3,1,2
2017-02-21 04:00:00,2,17,4,1,2
2017-02-21 05:00:00,2,17,5,1,2
2017-02-21 06:00:00,2,15,6,1,2
2017-02-21 07:00:00,2,16,7,1,2
2017-02-21 08:00:00,2,19,8,1,2
2017-02-21 09:00:00,2,22,9,1,2
2017-02-21 10:00:00,2,21,10,1,2
2017-02-21 11:00:00,2,27,11,1,2
2017-02-21 12:00:00,2,30,12,1,2
2017-02-21 13:00:00,2,27,13,1,2
2017-02-21 14:00:00,2,30,14,1,2
2017-02-21 15:00:00,2,30,15,1,2
2017-02-21 16:00:00,2,29,16,1,2
2017-02-21 17:00:00,2,29,17,1,2
2017-02-21 18:00:00,2,24,18,1,2
2017-02-21 19:00:00,2,33,19,1,2
2017-02-21 20:00:00,2,32,20,1,2
2017-02-21 21:00:00,2,32,21,1,2
2017-02-21 22:00:00,2,31,22,1,2
2017-02-21 23:00:00,2,26,23,1,2
2017-02-22 00:00:00,2,25,0,2,2
2017-02-22 01:00:00,2,23,1,2,2
2017-02-22 02:00:00,2,26,2,2,2
2017-02-22 03:00:00,2,19,3,2,2
2017-02-22 04:00:00,2,15,4,2,2
2017-02-22 05:00:00,2,17,5,2,2
2017-02-22 06:00:00,2,15,6,2,2
2017-02-22 07:00:00,2,22,7,2,2
2017-02-22 08:00:00,2,17,8,2,2
2017-02-22 09:00:00,2,23,9,2,2
2017-02-22 10:00:00,2,21,10,2,2
2017-02-22 11:00:00,2,24,11,2,2
2017-02-22 12:00:00,2,24,12,2,2
2017-02-22 13:00:00,2,24,13,2,2
2017-02-22 14:00:00,2,29,14,2,2
2017-02-22 15:00:00,2,28,15,2,2
2017-02-22 16:00:00,2,26,16,2,2
2017-02-22 17:00:00,2,26,17,2,2
2017-02-22 18:00:00,2,24,18,2,2
2017-02-22 19:00:00,2,27,19,2,2
2017-02-22 20:00:00,2,34,20,2,2
2017-02-22 21:00:00,2,29,21,2,2
2017-02-22 22:00:00,2,32,22,2,2
2017-02-22 23:00:00,2,28,23,2,2
2017-02-23 00:00:00,2,28,0,3,2
2017-02-23 01:00:00,2,26,1,3,2
2017-02-23 02:00:00,2,26,2,3,2
2017-02-23 03:00:00,2,21,3,3,2
2017-02-23 04:00:00,2,19,4,3,2
2017-02-23 05:00:00,2,17,5,3,2
2017-02-23 06:00:00,2,22,6,3,2
2017-02-23 07:00:00,2,19,7,3,2
2017-02-23 08:00:00,2,21,8,3,2
2017-02-23 09:00:00,2,25,9,3,2
2017-02-23 10:00:00,2,20,10,3,2
2017-02-23 11:00:00,2,22,11,3,2
2017-02-23 12:00:00,2,21,12,3,2
2017-02-23 13:00:00,2,22,13,3,2
2017-02-23 14:00:00,2,27,14,3,2
2017-02-23 15:00:00,2,32,15,3,2
2017-02-23 16:00:00,2,29,16,3,2
2017-02-23 17:00:00,2,28,17,3,2
2017-02-23 18:00:00,2,23,18,3,2
2017-02-23 19:00:00,2,26,19,3,2
2017-02-23 20:00:00,2,32,20,3,2
2017-02-23 21:00:00,2,27,21,3,2
2017-02-23 22:00:00,2,27,22,3,2
2017-02-23 23:00:00,2,25,23,3,2
2017-02-24 00:00:00,2,28,0,4,2
2017-02-24 01:00:00,2,30,1,4,2
2017-02-24 02:00:00,2,23,2,4,2
2017-02-24 03:00:00,2,18,3,4,2
2017-02-24 04:00:00,2,18,4,4,2
2017-02-24 05:00:00,2,15,5,4,2
2017-02-24 06:00:00,2,13,6,4,2
2017-02-24 07:00:00,2,18,7,4,2
2017-02-24 08:00:00,2,16,8,4,2
2017-02-24 09:00:00,2,19,9,4,2
2017-02-24 10:00:00,2,22,10,4,2
2017-02-24 11:00:00,2,24,11,4,2
2017-02-24 12:00:00,2,26,12,4,2
2017-02-24 13:00:00,2,22,13,4,2
2017-02-24 14:00:00,2,24,14,4,2
2017-02-24 15:00:00,2,24,15,4,2
2017-02-24 16:00:00,2,25,16,4,2
2017-02-24 17:00:00,2,22,17,4,2
2017-02-24 18:00:00,2,21,18,4,2
2017-02-24 19:00:00,2,26,19,4,2
2017-02-24 20:00:00,2,28,20,4,2
2017-02-24 21:00:00,2,29,21,4,2
2017-02-24 22:00:00,2,29,22,4,2
2017-02-24 23:00:00,2,20,23,4,2
2017-02-25 00:00:00,2,22,0,5,2
2017-02-25 01:00:00,2,25,1,5,2
2017-02-25 02:00:00,2,22,2,5,2
2017-02-25 03:00:00,2,16,3,5,2
2017-02-25 04:00:00,2,16,4,5,2
2017-02-25 05:00:00,2,10,5,5,2
2017-02-25 06:00:00,2,12,6,5,2
2017-02-25 07:00:00,2,12,7,5,2
2017-02-25 08:00:00,2,12,8,5,2
2017-02-25 09:00:00,2,12,9,5,2
2017-02-25 10:00:00,2,14,10,5,2
2017-02-25 11:00:00,2,13,11,5,2
2017-02-25 12:00:00,2,12,12,5,2
2017-02-25 13:00:00,2,13,13,5,2
2017-02-25 14:00:00,2,14,14,5,2
2017-02-25 15:00:00,2,14,15,5,2
2017-02-25 16:00:00,2,15,16,5,2
2017-02-25 17:00:00,2,17,17,5,2
2017-02-25 18:00:00,2,13,18,5,2
2017-02-25 19:00:00,2,17,19,5,2
2017-02-25 20:00:00,2,19,20,5,2
2017-02-25 21:00:00,2,13,21,5,2
2017-02-25 22:00:00,2,20,22,5,2
2017-02-25 23:00:00,2,22,23,5,2
2017-02-26 00:00:00,2,20,0,6,2
2017-02-26 01:00:00,2,15,1,6,2
2017-02-26 02:00:00,2,15,2,6,2
2017-02-26 03:00:00,2,14,3,6,2
2017-02-26 04:00:00,2,14,4,6,2
2017-02-26 05:00:00,2,14,5,6,2
2017-02-26 06:00:00,2,14,6,6,2
2017-02-26 07:00:00,2,12,7,6,2
2017-02-26 08:00:00,2,11,8,6,2
2017-02-26 09:00:00,2,16,9,6,2
2017-02-26 10:00:00,2,17,10,6,2
2017-02-26 11:00:00,2,14,11,6,2
2017-02-26 12:00:00,2,12,12,6,2
2017-02-26 13:00:00,2,13,13,6,2
2017-02-26 14:00:00,2,17,14,6,2
2017-02-26 15:00:00,2,12,15,6,2
2017-02-26 16:00:00,2,15,16,6,2
2017-02-26 17:00:00,2,17,17,6,2
2017-02-26 18:00:00,2,14,18,6,2
2017-02-26 19:00:00,2,14,19,6,2
2017-02-26 20:00:00,2,16,20,6,2
2017-02-26 21:00:00,2,17,21,6,2
2017-02-26 22:00:00,2,18,22,6,2
2017-02-26 23:00:00,2,16,23,6,2
2017-02-27 00:00:00,2,15,0,0,2
2017-02-27 01:00:00,2,19,1,0,2
2017-02-27 02:00:00,2,14,2,0,2
2017-02-27 03:00:00,2,17,3,0,2
2017-02-27 04:00:00,2,16,4,0,2
2017-02-27 05:00:00,2,12,5,0,2
2017-02-27 06:00:00,2,15,6,0,2
2017-02-27 07:00:00,2,14,7,0,2
2017-02-27 08:00:00,2,16,8,0,2
2017-02-27 09:00:00,2,18,9,0,2
2017-02-27 10:00:00,2,21,10,0,2
2017-02-27 11:00:00,2,26,11,0,2
2017-02-27 12:00:00,2,24,12,0,2
2017-02-27 13:00:00,2,22,13,0,2
2017-02-27 14:00:00,2,30,14,0,2
2017-02-27 15:00:00,2,32,15,0,2
2017-02-27 16:00:00,2,28,16,0,2
2017-02-27 17:00:00,2,30,17,0,2
2017-02-27 18:00:00,2,28,18,0,2
2017-02-27 19:00:00,2,33,19,0,2
2017-02-27 20:00:00,2,29,20,0,2
2017-02-27 21:00:00,2,35,21,0,2
2017-02-27 22:00:00,2,31,22,0,2
2017-02-27 23:00:00,2,28,23,0,2
2017-02-28 00:00:00,2,28,0,1,2
2017-02-28 01:00:00,2,26,1,1,2
2017-02-28 02:00:00,2,23,2,1,2
2017-02-28 03:00:00,2,25,3,1,2
2017-02-28 04:00:00,2,16,4,1,2
2017-02-28 05:00:00,2,16,5,1,2
2017-02-28 06:00:00,2,18,6,1,2
2017-02-28 07:00:00,2,18,7,1,2
2017-02-28 08:00:00,2,19,8,1,2
2017-02-28 09:00:00,2,24,9,1,2
2017-02-28 10:00:00,2,26,10,1,2
2017-02-28 11:00:00,2,27,11,1,2
2017-02-28 12:00:00,2,26,12,1,2
2017-02-28 13:00:00,2,21,13,1,2
2017-02-28 14:00:00,2,25,14,1,2
2017-02-28 15:00:00,2,28,15,1,2
2017-02-28 16:00:00,2,29,16,1,2
2017-02-28 17:00:00,2,31,17,1,2
2017-02-28 18:00:00,2,27,18,1,2
2017-02-28 19:00:00,2,30,19,1,2
2017-02-28 20:00:00,2,30,20,1,2
2017-02-28 21:00:00,2,27,21,1,2
2017-02-28 22:00:00,2,29,22,1,2
2017-02-28 23:00:00,2,29,23,1,2
2017-03-01 00:00:00,2,31,0,2,3
2017-03-01 01:00:00,2,27,1,2,3
2017-03-01 02:00:00,2,24,2,2,3
2017-03-01 03:00:00,2,22,3,2,3
2017-03-01 04:00:00,2,17,4,2,3
2017-03-01 05:00:00,2,17,5,2,3
2017-03-01 06:00:00,2,18,6,2,3
2017-03-01 07:00:00,2,17,7,2,3
2017-03-01 08:00:00,2,17,8,2,3
2017-03-01 09:00:00,2,26,9,2,3
2017-03-01 10:00:00,2,21,10,2,3
2017-03-01 11:00:00,2,25,11,2,3
2017-03-01 12:00:00,2,22,12,2,3
2017-03-01 13:00:00,2,23,13,2,3
2017-03-01 14:00:00,2,27,14,2,3
2017-03-01 15:00:00,2,26,15,2,3
2017-03-01 16:00:00,2,28,16,2,3
2017-03-01 17:00:00,2,31,17,2,3
2017-03-01 18:00:00,2,23,18,2,3
2017-03-01 19:00:00,2,26,19,2,3
2017-03-01 20:00:00,2,31,20,2,3
2017-03-01 21:00:00,2,32,21,2,3
2017-03-01 22:00:00,2,31,22,2,3
2017-03-01 23:00:00,2,25,23,2,3
2017-03-02 00:00:00,2,25,0,3,3
2017-03-02 01:00:00,2,24,1,3,3
2017-03-02 02:00:00,2,24,2,3,3
2017-03-02 03:00:00,2,21,3,3,3
2017-03-02 04:00:00,2,19,4,3,3
2017-03-02 05:00:00,2,15,5,3,3
2017-03-02 06:00:00,2,15,6,3,3
2017-03-02 07:00:00,2,17,7,3,3
2017-03-02 08:00:00,2,17,8,3,3
2017-03-02 09:00:00,2,19,9,3,3
2017-03-02 10:00:00,2,24,10,3,3
2017-03-02 11:00:00,2,23,11,3,3
2017-03-02 12:00:00,2,21,12,3,3
2017-03-02 13:00:00,2,23,13,3,3
2017-03-02 14:00:00,2,30,14,3,3
2017-03-02 15:00:00,2,26,15,3,3
2017-03-02 16:00:00,2,23,16,3,3
2017-03-02 17:00:00,2,25,17,3,3
2017-03-02 18:00:00,2,23,18,3,3
2017-03-02 19:00:00,2,27,19,3,3
2017-03-02 20:00:00,2,30,20,3,3
2017-03-02 21:00:00,2,27,21,3,3
2017-03-02 22:00:00,2,28,22,3,3
2017-03-02 23:00:00,2,26,23,3,3
2017-03-03 00:00:00,2,23,0,4,3
2017-03-03 01:00:00,2,25,1,4,3
2017-03-03 02:00:00,2,22,2,4,3
2017-03-03 03:00:00,2,19,3,4,3
2017-03-03 04:00:00,2,15,4,4,3
2017-03-03 05:00:00,2,14,5,4,3
2017-03-03 06:00:00,2,16,6,4,3
2017-03-03 07:00:00,2,14,7,4,3
2017-03-03 08:00:00,2,18,8,4,3
2017-03-03 09:00:00,2,19,9,4,3
2017-03-03 10:00:00,2,21,10,4,3
2017-03-03 11:00:00,2,22,11,4,3
2017-03-03 12:00:00,2,21,12,4,3
2017-03-03 13:00:00,2,22,13,4,3
2017-03-03 14:00:00,2,22,14,4,3
2017-03-03 15:00:00,2,22,15,4,3
2017-03-03 16:00:00,2,26,16,4,3
2017-03-03 17:00:00,2,24,17,4,3
2017-03-03 18:00:00,2,24,18,4,3
2017-03-03 19:00:00,2,25,19,4,3
2017-03-03 20:00:00,2,26,20,4,3
2017-03-03 21:00:00,2,23,21,4,3
2017-03-03 22:00:00,2,26,22,4,3
2017-03-03 23:00:00,2,29,23,4,3
2017-03-04 00:00:00,2,21,0,5,3
2017-03-04 01:00:00,2,21,1,5,3
2017-03-04 02:00:00,2,19,2,5,3
2017-03-04 03:00:00,2,19,3,5,3
2017-03-04 04:00:00,2,14,4,5,3
2017-03-04 05:00:00,2,11,5,5,3
2017-03-04 06:00:00,2,14,6,5,3
2017-03-04 07:00:00,2,9,7,5,3
2017-03-04 08:00:00,2,10,8,5,3
2017-03-04 09:00:00,2,11,9,5,3
2017-03-04 10:00:00,2,12,10,5,3
2017-03-04 11:00:00,2,14,11,5,3
2017-03-04 12:00:00,2,10,12,5,3
2017-03-04 13:00:00,2,11,13,5,3
2017-03-04 14:00:00,2,12,14,5,3
2017-03-04 15:00:00,2,10,15,5,3
2017-03-04 16:00:00,2,13,16,5,3
2017-03-04 17:00:00,2,12,17,5,3
2017-03-04 18:00:00,2,14,18,5,3
2017-03-04 19:00:00,2,11,19,5,3
2017-03-04 20:00:00,2,18,20,5,3
2017-03-04 21:00:00,2,19,21,5,3
2017-03-04 22:00:00,2,21,22,5,3
2017-03-04 23:00:00,2,16,23,5,3
2017-03-05 00:00:00,2,15,0,6,3
2017-03-05 01:00:00,2,18,1,6,3
2017-03-05 02:00:00,2,15,2,6,3
2017-03-05 03:00:00,2,19,3,6,3
2017-03-05 04:00:00,2,11,4,6,3
2017-03-05 05:00:00,2,13,5,6,3
2017-03-05 06:00:00,2,12,6,6,3
2017-03-05 07:00:00,2,12,7,6,3
2017-03-05 08:00:00,2,15,8,6,3
2017-03-05 09:00:00,2,14,9,6,3
2017-03-05 10:00:00,2,16,10,6,3
2017-03-05 11:00:00,2,15,11,6,3
2017-03-05 12:00:00,2,15,12,6,3
2017-03-05 13:00:00,2,11,13,6,3
2017-03-05 14:00:00,2,14,14,6,3
2017-03-05 15:00:00,2,13,15,6,3
2017-03-05 16:00:00,2,14,16,6,3
2017-03-05 17:00:00,2,20,17,6,3
2017-03-05 18:00:00,2,12,18,6,3
2017-03-05 19:00:00,2,14,19,6,3
2017-03-05 20:00:00,2,20,20,6,3
2017-03-05 21:00:00,2,18,21,6,3
2017-03-05 22:00:00,2,16,22,6,3
2017-03-05 23:00:00,2,20,23,6,3
2017-03-06 00:00:00,2,21,0,0,3
2017-03-06 01:00:00,2,19,1,0,3
2017-03-06 02:00:00,2,19,2,0,3
2017-03-06 03:00:00,2,17,3,0,3
2017-03-06 04:00:00,2,18,4,0,3
2017-03-06 05:00:00,2,17,5,0,3
2017-03-06 06:00:00,2,16,6,0,3
2017-03-06 07:00:00,2,13,7,0,3
2017-03-06 08:00:00,2,20,8,0,3
2017-03-06 09:00:00,2,19,9,0,3
2017-03-06 10:00:00,2,18,10,0,3
2017-03-06 11:00:00,2,22,11,0,3
2017-03-06 12:00:00,2,27,12,0,3
2017-03-06 13:00:00,2,22,13,0,3
2017-03-06 14:00:00,2,26,14,0,3
2017-03-06 15:00:00,2,26,15,0,3
2017-03-06 16:00:00,2,27,16,0,3
2017-03-06 17:00:00,2,29,17,0,3
2017-03-06 18:00:00,2,26,18,0,3
2017-03-06 19:00:00,2,27,19,0,3
2017-03-06 20:00:00,2,29,20,0,3
2017-03-06 21:00:00,2,30,21,0,3
2017-03-06 22:00:00,2,28,22,0,3
2017-03-06 23:00:00,2,28,23,0,3
2017-03-07 00:00:00,2,25,0,1,3
2017-03-07 01:00:00,2,29,1,1,3
2017-03-07 02:00:00,2,20,2,1,3
2017-03-07 03:00:00,2,23,3,1,3
2017-03-07 04:00:00,2,21,4,1,3
2017-03-07 05:00:00,2,19,5,1,3
2017-03-07 06:00:00,2,15,6,1,3
2017-03-07 07:00:00,2,19,7,1,3
2017-03-07 08:00:00,2,19,8,1,3
2017-03-07 09:00:00,2,21,9,1,3
2017-03-07 10:00:00,2,20,10,1,3
2017-03-07 11:00:00,2,27,11,1,3
2017-03-07 12:00:00,2,25,12,1,3
2017-03-07 13:00:00,2,25,13,1,3
2017-03-07 14:00:00,2,25,14,1,3
2017-03-07 15:00:00,2,34,15,1,3
2017-03-07 16:00:00,2,27,16,1,3
2017-03-07 17:00:00,2,24,17,1,3
2017-03-07 18:00:00,2,24,18,1,3
2017-03-07 19:00:00,2,24,19,1,3
2017-03-07 20:00:00,2,27,20,1,3
2017-03-07 21:00:00,2,32,21,1,3
2017-03-07 22:00:00,2,27,22,1,3
2017-03-07 23:00:00,2,25,23,1,3
2017-03-08 00:00:00,2,26,0,2,3
2017-03-08 01:00:00,2,26,1,2,3
2017-03-08 02:00:00,2,24,2,2,3
2017-03-08 03:00:00,2,25,3,2,3
2017-03-08 04:00:00,2,19,4,2,3
2017-03-08 05:00:00,2,15,5,2,3
2017-03-08 06:00:00,2,15,6,2,3
2017-03-08 07:00:00,2,18,7,2,3
2017-03-08 08:00:00,2,18,8,2,3
2017-03-08 09:00:00,2,22,9,2,3
2017-03-08 10:00:00,2,21,10,2,3
2017-03-08 11:00:00,2,20,11,2,3
2017-03-08 12:00:00,2,25,12,2,3
2017-03-08 13:00:00,2,23,13,2,3
2017-03-08 14:00:00,2,24,14,2,3
2017-03-08 15:00:00,2,27,15,2,3
2017-03-08 16:00:00,2,26,16,2,3
2017-03-08 17:00:00,2,24,17,2,3
2017-03-08 18:00:00,2,24,18,2,3
2017-03-08 19:00:00,2,26,19,2,3
2017-03-08 20:00:00,2,28,20,2,3
2017-03-08 21:00:00,2,29,21,2,3
2017-03-08 22:00:00,2,28,22,2,3
2017-03-08 23:00:00,2,24,23,2,3
2017-03-09 00:00:00,2,26,0,3,3
2017-03-09 01:00:00,2,22,1,3,3
2017-03-09 02:00:00,2,24,2,3,3
2017-03-09 03:00:00,2,17,3,3,3
2017-03-09 04:00:00,2,20,4,3,3
2017-03-09 05:00:00,2,19,5,3,3
2017-03-09 06:00:00,2,17,6,3,3
2017-03-09 07:00:00,2,17,7,3,3
2017-03-09 08:00:00,2,15,8,3,3
2017-03-09 09:00:00,2,19,9,3,3
2017-03-09 10:00:00,2,21,10,3,3
2017-03-09 11:00:00,2,25,11,3,3
2017-03-09 12:00:00,2,26,12,3,3
2017-03-09 13:00:00,2,24,13,3,3
2017-03-09 14:00:00,2,25,14,3,3
2017-03-09 15:00:00,2,29,15,3,3
2017-03-09 16:00:00,2,23,16,3,3
2017-03-09 17:00:00,2,27,17,3,3
2017-03-09 18:00:00,2,21,18,3,3
2017-03-09 19:00:00,2,27,19,3,3
2017-03-09 20:00:00,2,26,20,3,3
2017-03-09 21:00:00,2,32,21,3,3
2017-03-09 22:00:00,2,34,22,3,3
2017-03-09 23:00:00,2,26,23,3,3
2017-03-10 00:00:00,2,24,0,4,3
2017-03-10 01:00:00,2,26,1,4,3
2017-03-10 02:00:00,2,26,2,4,3
2017-03-10 03:00:00,2,22,3,4,3
2017-03-10 04:00:00,2,19,4,4,3
2017-03-10 05:00:00,2,19,5,4,3
2017-03-10 06:00:00,2,14,6,4,3
2017-03-10 07:00:00,2,17,7,4,3
2017-03-10 08:00:00,2,19,8,4,3
2017-03-10 09:00:00,2,16,9,4,3
2017-03-10 10:00:00,2,22,10,4,3
2017-03-10 11:00:00,2,24,11,4,3
2017-03-10 12:00:00,2,21,12,4,3
2017-03-10 13:00:00,2,25,13,4,3
2017-03-10 14:00:00,2,28,14,4,3
2017-03-10 15:00:00,2,27,15,4,3
2017-03-10 16:00:00,2,25,16,4,3
2017-03-10 17:00:00,2,22,17,4,3
2017-03-10 18:00:00,2,23,18,4,3
2017-03-10 19:00:00,2,22,19,4,3
2017-03-10 20:00:00,2,31,20,4,3
2017-03-10 21:00:00,2,29,21,4,3
2017-03-10 22:00:00,2,24,22,4,3
2017-03-10 23:00:00,2,22,23,4,3
2017-03-11 00:00:00,2,23,0,5,3
2017-03-11 01:00:00,2,20,1,5,3
2017-03-11 02:00:00,2,23,2,5,3
2017-03-11 03:00:00,2,19,3,5,3
2017-03-11 04:00:00,2,17,4,5,3
2017-03-11 05:00:00,2,13,5,5,3
2017-03-11 06:00:00,2,8,6,5,3
2017-03-11 07:00:00,2,11,7,5,3
2017-03-11 08:00:00,2,11,8,5,3
2017-03-11 09:00:00,2,13,9,5,3
2017-03-11 10:00:00,2,12,10,5,3
2017-03-11 11:00:00,2,12,11,5,3
2017-03-11 12:00:00,2,17,12,5,3
2017-03-11 13:00:00,2,12,13,5,3
2017-03-11 14:00:00,2,14,14,5,3
2017-03-11 15:00:00,2,11,15,5,3
2017-03-11 16:00:00,2,11,16,5,3
2017-03-11 17:00:00,2,15,17,5,3
2017-03-11 18:00:00,2,14,18,5,3
2017-03-11 19:00:00,2,14,19,5,3
2017-03-11 20:00:00,2,16,20,5,3
2017-03-11 21:00:00,2,13,21,5,3
2017-03-11 22:00:00,2,15,22,5,3
2017-03-11 23:00:00,2,14,23,5,3
2017-03-12 00:00:00,2,16,0,6,3
2017-03-12 01:00:00,2,16,1,6,3
2017-03-12 02:00:00,2,17,2,6,3
2017-03-12 03:00:00,2,15,3,6,3
2017-03-12 04:00:00,2,9,4,6,3
2017-03-12 05:00:00,2,12,5,6,3
2017-03-12 06:00:00,2,11,6,6,3
2017-03-12 07:00:00,2,12,7,6,3
2017-03-12 08:00:00,2,14,8,6,3
2017-03-12 09:00:00,2,10,9,6,3
2017-03-12 10:00:00,2,12,10,6,3
2017-03-12 11:00:00,2,16,11,6,3
2017-03-12 12:00:00,2,13,12,6,3
2017-03-12 13:00:00,2,11,13,6,3
2017-03-12 14:00:00,2,12,14,6,3
2017-03-12 15:00:00,2,14,15,6,3
2017-03-12 16:00:00,2,14,16,6,3
2017-03-12 17:00:00,2,16,17,6,3
2017-03-12 18:00:00,2,15,18,6,3
2017-03-12 19:00:00,2,17,19,6,3
2017-03-12 20:00:00,2,15,20,6,3
2017-03-12 21:00:00,2,19,21,6,3
2017-03-12 22:00:00,2,20,22,6,3
2017-03-12 23:00:00,2,18,23,6,3
2017-03-13 00:00:00,2,18,0,0,3
2017-03-13 01:00:00,2,18,1,0,3
2017-03-13 02:00:00,2,14,2,0,3
2017-03-13 03:00:00,2,15,3,0,3
2017-03-13 04:00:00,2,17,4,0,3
2017-03-13 05:00:00,2,13,5,0,3
2017-03-13 06:00:00,2,12,6,0,3
2017-03-13 07:00:00,2,14,7,0,3
2017-03-13 08:00:00,2,18,8,0,3
